timestamp,stellar_x,stellar_y,'gausshwing1_m','gausshwing2_m,'gausvwing1_m','gausvwing2_m',wingshxx,wingshxy,wingsvxx,wingsvxy,ADC1,ADC2,seeing,
20200114.061331,250.81,251.81,-0.184,-0.105,0,0,240.49,246.19,190.33,1366.53,110.011,-11.988,1.25,
